"default","arm","refinance","lien2","term30","underwater","ltv","rate","amount","fico"
1,0,0,0,1,1,80,7.25,18.7999992370605,676
0,0,0,0,1,1,80,2,19.3600006103516,691
0,0,1,0,1,1,70,6.19999980926514,19.6000003814697,636
1,0,0,0,1,1,80,6,23.6000003814697,646
1,0,0,0,1,1,80,6.65000009536743,18.3999996185303,664
1,0,0,0,1,1,80,7.25,20.3999996185303,705
1,0,1,0,1,1,90,8.5,16.9200000762939,779
0,0,0,0,1,1,74.1500015258789,2.5,19.2800006866455,659
1,0,0,0,1,1,99.620002746582,6.15000009536743,26,687
0,0,1,0,1,1,55.7900009155273,5.75,26.5,771
0,0,0,0,1,1,79.3199996948242,7.38000011444092,18.7999992370605,724
0,0,1,0,1,1,78.3899993896484,6.84999990463257,37,695
1,0,1,0,1,1,90,7,29.7000007629395,669
1,0,0,0,1,1,72.6900024414063,3,37.2173004150391,643
1,0,1,0,1,1,85,3,57.375,677
1,0,0,0,1,1,80,7.34999990463257,17.0400009155273,697
1,0,0,0,1,1,78.3300018310547,7.44999980926514,18.7999992370605,666
0,0,0,0,1,1,87.2099990844727,7.5,33.75,760
0,0,1,0,1,1,76.1900024414063,6.19000005722046,24,652
0,0,1,0,1,0,49.2900009155273,5.84000015258789,10.3500003814697,662
1,0,0,0,1,1,76.5999984741211,5.8899998664856,18,637
0,0,1,0,1,1,69.2699966430664,6.19000005722046,26.6000003814697,756
1,0,1,0,1,1,73.5,6.69000005722046,14.6999998092651,715
0,0,1,0,1,1,89.8600006103516,6.25,18.6000003814697,628
0,0,1,0,1,1,79.0899963378906,6.53999996185303,41.5999984741211,662
1,0,1,0,1,1,84.9100036621094,6.30000019073486,22.5,600
1,0,1,0,1,1,75,6.59000015258789,15.3000001907349,666
1,0,1,0,1,1,87.2300033569336,7.3899998664856,20.150899887085,622
1,0,1,0,1,1,75,6.73999977111816,13.2749996185303,603
0,0,0,0,1,1,80,6.375,18,681
1,0,1,0,1,1,80,5.375,24.7999992370605,618
0,0,1,0,1,1,87.7200012207031,6.8600001335144,25,640
0,0,1,0,1,1,69.5800018310547,6.73999977111816,24.7000007629395,664
0,0,0,0,1,1,80,3.5,23.4400005340576,601
1,0,0,0,1,1,90,5,28.3500003814697,642
0,0,1,0,1,1,71.4300003051758,6.125,23,709
0,0,0,0,1,1,79.4100036621094,5.625,18.7399997711182,682
1,0,0,0,1,1,88.3600006103516,3.875,24.2999992370605,634
1,0,1,0,1,1,80,3.875,19.2000007629395,724
0,0,0,0,1,1,79.870002746582,6.125,41.8499984741211,682
1,0,0,0,1,1,95,5,20.4249992370605,699
0,0,1,0,1,1,55,5.625,10,800
1,0,0,0,1,1,69.5299987792969,4.625,20.6499996185303,656
1,0,0,0,1,1,80,4.25,17.6000003814697,714
1,0,0,0,1,1,78.8899993896484,5.90000009536743,28.3999996185303,647
1,0,0,0,1,1,80,4.125,32.4000015258789,718
0,0,0,0,1,1,90,4.125,35.0999984741211,812
1,0,0,0,1,1,80,7.375,23.6000003814697,660
0,0,1,0,1,1,80,4.375,22,675
1,0,1,0,1,1,58.5699996948242,4,41,780
1,0,0,0,1,1,87.9100036621094,9.875,18.8999996185303,611
1,0,0,0,1,1,70,4.375,18.8999996185303,773
1,0,0,0,1,1,80,6,28.7999992370605,699
1,0,0,0,1,1,77.1399993896484,6,21.6000003814697,746
1,0,1,0,1,1,65.9100036621094,6.75,14.5,591
0,0,0,0,1,1,78.0299987792969,3.125,15.8400001525879,735
1,0,0,0,1,1,80,4.875,25.4400005340576,798
1,0,0,0,1,1,74.8899993896484,3.75,51.6749992370605,730
0,0,1,0,1,0,45.0999984741211,4.375,11.5,722
0,0,0,0,1,1,78.3300018310547,5.78999996185303,18.7999992370605,649
0,0,0,0,1,1,80,3.25,17.2000007629395,659
1,0,0,0,1,1,79.8499984741211,5.75,24.8320007324219,652
1,0,0,0,1,1,79.9700012207031,6.1399998664856,20.7919998168945,644
1,0,0,0,1,1,79.379997253418,6.59000015258789,20.6399993896484,635
1,0,1,0,1,1,87.0800018310547,6.34000015258789,20.8999996185303,671
1,0,1,0,1,1,80,5,19.6000003814697,690
1,0,1,0,1,1,88.8399963378906,6.5,23.0100002288818,717
0,0,1,0,1,1,75,3.5,36.375,761
1,0,1,0,1,1,60.4300003051758,6,11.3000001907349,600
1,0,1,0,1,1,90,8,25.1100006103516,609
0,0,1,0,1,1,91.1999969482422,6.375,34.2000007629395,626
0,0,1,0,1,1,82.6900024414063,7,21.5,670
0,0,1,0,1,1,95,7.25,31.3500003814697,620
0,0,1,0,1,1,89.9599990844727,7.875,24.2900009155273,605
1,0,1,0,1,1,80,7.40000009536743,22.7999992370605,580
1,0,0,0,1,1,78.0800018310547,8.09000015258789,22.7999992370605,635
1,0,0,0,1,1,80,8.02499961853027,17.1200008392334,669
1,0,1,0,1,1,75,7,15.375,620
1,0,1,0,1,1,90,5,26.9729995727539,574
1,0,0,0,1,1,85,8.69999980926514,20.8250007629395,567
1,0,0,0,1,1,79.8399963378906,8.14999961853027,20.5200004577637,620
1,0,1,0,1,1,90,5.625,21.3299999237061,612
1,0,0,0,1,1,85,7.25,22.1000003814697,581
1,0,1,0,1,1,83.629997253418,6.75,25.9249992370605,634
1,0,1,0,1,1,80,7.75,18.7999992370605,627
1,0,1,0,1,1,95,8.875,9.97500038146973,624
1,0,1,0,1,1,95,7.625,27.8349990844727,644
1,0,0,0,1,1,78.9800033569336,8.30000019073486,24.8799991607666,758
0,0,1,0,1,1,88.7699966430664,7.625,18.7749996185303,596
1,0,1,0,1,1,80,8.69999980926514,29.3199996948242,656
1,0,1,0,1,1,69.5699996948242,7.125,40,562
0,0,1,0,1,1,80,2,16.9599990844727,611
1,0,1,0,1,1,65,8.375,29.25,648
1,0,1,0,1,1,64.8499984741211,6,21.3999996185303,595
0,0,0,0,1,1,77.5599975585938,2,19.7775993347168,607
1,0,1,0,1,1,57.6500015258789,7.875,19.6000003814697,531
0,0,1,0,1,1,90,6.875,20.7000007629395,630
0,0,1,0,1,1,72,7.875,19.4400005340576,578
0,0,1,0,1,1,71.9199981689453,6.5,26.25,586
0,0,0,0,1,1,76.4400024414063,2,17.2000007629395,742
1,0,1,0,1,1,76.9300003051758,8,23.0799999237061,534
0,0,1,0,1,1,68.2900009155273,2,14,557
1,0,1,0,1,1,90,7.90500020980835,23.8500003814697,642
1,0,0,0,1,1,80,8.125,18.5599994659424,703
1,0,1,0,1,1,71.25,7.19999980926514,14.25,604
1,0,0,0,1,1,80,4.375,18.9599990844727,624
1,0,1,0,1,1,83.3300018310547,4.625,19.5,616
1,0,0,0,1,1,80,6,23.2000007629395,614
1,0,1,0,1,1,85,8.25,20.2299995422363,638
1,0,0,0,1,1,78.4700012207031,7.5,20.5599994659424,628
0,0,1,0,1,1,63.6199989318848,8.375,14.9499998092651,562
1,0,1,0,1,1,90,7.875,24.75,596
0,0,1,0,1,1,75,7.5,26.25,605
1,0,1,0,1,1,74.0699996948242,5.54199981689453,20,686
1,0,1,0,1,1,78.5999984741211,6.5,18,662
1,0,1,0,1,1,70,7.75,26.7399997711182,577
1,0,1,0,1,1,76.1500015258789,8.25,18.2000007629395,536
1,0,1,0,1,1,80,8.30000019073486,21.1200008392334,575
1,0,1,0,1,1,80,5.875,18.3999996185303,635
0,0,1,0,1,1,66,6.875,17.8199996948242,527
1,0,1,0,1,1,85,7.375,18.1900005340576,570
1,0,1,0,1,1,65.5699996948242,7.125,20,541
0,0,1,0,1,1,74.7399978637695,6.375,21.2999992370605,562
0,0,1,0,1,1,87.9300003051758,4,15.3000001907349,622
1,0,0,0,1,1,86.5899963378906,5,25.1100006103516,609
1,0,0,0,1,1,90,7.94999980926514,26.9099998474121,698
1,0,0,0,1,1,76.8000030517578,4,19.2000007629395,608
1,0,0,0,1,1,80,7.40000009536743,36,599
1,0,0,0,1,1,79.0299987792969,7.69999980926514,19.5200004577637,730
1,0,0,1,1,0,19.7900009155273,10.5,5.69999980926514,706
1,0,0,1,1,0,20,12,7.9980001449585,597
0,0,1,0,1,1,76.9800033569336,3.875,16.5499992370605,538
1,0,0,1,1,0,20,11.3500003814697,4.59999990463257,691
1,0,1,0,1,1,83.7200012207031,7.375,36,585
1,0,0,0,1,1,79.370002746582,7.65000009536743,20,617
1,0,0,0,1,1,80,7.40000009536743,15.1599998474121,756
1,0,1,0,1,1,84.7099990844727,6.75,21.6000003814697,579
1,0,1,1,1,0,20,12.6999998092651,16,634
1,0,1,0,1,1,80,9.69999980926514,15.4399995803833,555
1,0,0,0,1,1,80,7.5,30,648
1,0,1,0,1,1,90,8.5,27,599
1,0,0,0,1,1,80,8.14999961853027,19.1200008392334,690
0,0,0,0,1,1,72.5,7.75,19.5750007629395,535
1,0,1,0,1,1,80,5.625,16.9599990844727,588
0,0,0,0,1,1,78.6900024414063,2,24,644
1,0,0,0,1,1,80,8.64999961853027,19,710
1,0,0,0,1,1,80,8.25,18.5599994659424,661
0,0,0,0,1,1,78.4300003051758,2.875,20,741
1,0,1,1,1,0,14.539999961853,11.125,3.99860000610352,644
1,0,1,0,1,1,66.0800018310547,8.25,15,617
1,0,1,0,1,1,85.9800033569336,7.25,22.0100002288818,640
0,0,1,0,1,1,55.560001373291,6.625,12.5,771
0,0,0,0,1,1,79.7399978637695,2,24.2399997711182,747
1,0,0,0,1,1,79.8899993896484,8.25,32.9164009094238,632
1,0,1,0,0,1,80,7.375,14,620
0,0,1,0,0,1,89.5899963378906,2.375,23.8299999237061,633
0,0,1,0,1,1,64.6500015258789,3.125,19.2000007629395,619
1,0,0,0,1,1,80,9.05000019073486,18.3999996185303,626
0,0,1,0,1,1,82.7200012207031,6.5,29.2000007629395,610
1,0,0,0,1,1,80,9.17000007629395,43.5999984741211,633
1,0,1,0,1,1,87.3000030517578,7.125,22.3500003814697,601
1,0,1,0,1,1,90,7.375,22.8600006103516,637
0,0,1,0,1,1,49.3400001525879,6.65000009536743,15,620
1,0,1,0,1,1,90,7.55000019073486,19.7099990844727,647
1,0,1,0,1,1,88.129997253418,6.5,28.2000007629395,674
0,0,1,0,1,1,90,5.375,25.5599994659424,594
0,0,1,0,1,1,80,4,16.7199993133545,584
0,0,1,0,1,1,65,6,18.8500003814697,774
1,0,1,0,1,1,70,3.875,20.1599998474121,622
1,0,1,0,1,1,69.4700012207031,6.375,26.3299999237061,606
0,0,1,0,1,1,80,3.75,20.1599998474121,517
0,0,1,0,1,0,36.5200004577637,7.34999990463257,21,578
0,0,1,0,1,1,59.5499992370605,7.25,20.0100002288818,598
0,0,1,0,1,1,58.25,7.625,18,508
1,0,1,0,1,1,67.5899963378906,7.5,18.25,578
1,0,1,0,1,1,80,6.75,20.3199996948242,663
1,0,1,0,1,1,80,4,17.2000007629395,537
1,0,0,0,1,1,79.9800033569336,7.375,31.992000579834,597
1,0,1,0,1,1,64.5199966430664,6.875,14.7749996185303,603
1,0,1,0,0,1,81.5500030517578,6.75,21.3661003112793,591
1,0,0,0,1,1,78.8600006103516,7.80000019073486,16.5599994659424,698
0,0,0,0,1,1,89.4199981689453,4.57499980926514,28.3449993133545,554
1,0,0,0,1,1,78.7699966430664,6.375,25.6000003814697,754
0,0,1,0,1,1,68,7.625,17,527
0,0,1,0,1,1,80,8.375,17.7600002288818,612
0,0,1,0,1,1,51.6100006103516,6.44999980926514,16,684
1,0,1,0,1,1,80.8000030517578,8.25,20.2000007629395,548
1,0,1,0,1,1,85,7.625,18.7000007629395,536
1,0,0,0,0,1,80,8.60000038146973,17.6000003814697,648
0,0,1,0,1,1,66.9499969482422,6.875,66.9499969482422,611
0,0,1,0,1,1,53.0400009155273,7,14.8500003814697,599
1,0,0,0,1,1,80,7.30000019073486,17.2800006866455,710
1,0,0,0,1,1,80,7.84999990463257,24.3999996185303,693
1,0,1,0,1,1,83.6399993896484,8.75,18.3999996185303,606
1,0,1,0,0,1,90,8,36,582
1,0,1,0,1,1,85.8199996948242,7.375,23.6000003814697,593
0,0,1,0,0,1,75,9.39999961853027,19.3500003814697,531
1,0,1,0,1,1,58,8.10000038146973,20.2999992370605,599
1,0,1,0,1,1,90,7.75,33.5699996948242,555
0,0,1,0,1,1,85,7.75,21.4200000762939,684
0,0,1,0,1,1,72.7699966430664,8,17.1000003814697,521
1,0,1,0,0,1,75,7.625,19.3500003814697,587
1,0,1,0,0,1,70.5899963378906,7.94999980926514,18,570
1,0,1,0,0,1,82.0500030517578,6.875,22.3999996185303,594
1,0,1,0,1,1,80,8.375,16.7999992370605,541
1,0,1,0,0,1,80,4.125,13.6000003814697,569
1,0,1,0,1,1,61.2200012207031,8.125,30,566
1,0,0,0,1,1,80,7,22,595
1,0,0,0,1,1,90,9.38500022888184,20.5200004577637,612
1,0,1,0,1,1,75,5.875,19.875,671
0,0,1,0,1,1,85,4.33799982070923,17,657
1,0,0,0,1,1,90,9.25,31.5,641
1,0,1,0,1,1,90,7.25,15.3000001907349,554
1,0,0,0,1,1,77.4599990844727,7.125,24.3999996185303,685
1,0,1,0,1,1,82.8600006103516,4,20.2999992370605,639
1,0,0,0,1,1,79.2200012207031,8.85000038146973,16.2399997711182,620
1,0,1,0,1,1,70,9.89999961853027,18.8999996185303,507
0,0,0,0,0,1,79.5899963378906,2,22.5249996185303,655
1,0,0,0,1,1,80,7.875,22.4799995422363,663
1,0,1,0,0,1,90,8.30000019073486,35.5499992370605,634
1,0,1,0,0,1,71.879997253418,8.69999980926514,45,525
1,0,1,0,0,1,82.2900009155273,7.84999990463257,28.7999992370605,552
1,0,0,0,0,1,80,8.60000038146973,20.4799995422363,549
1,0,1,0,1,1,90,9.75,8.81999969482422,625
1,0,1,0,0,1,90,6.625,27.8999996185303,665
0,0,1,0,1,1,85,6.25,26.5200004577637,745
0,0,1,0,0,1,83.0899963378906,6.25,22.8500003814697,742
1,0,0,0,0,1,78.3499984741211,7.59999990463257,26.6399993896484,664
0,0,0,0,1,1,85,8.10000038146973,30.7700004577637,565
1,0,1,0,0,1,95,9.5,25.1749992370605,573
1,0,1,0,1,1,70.8300018310547,7.25,17,547
1,0,1,0,0,1,90,9.14999961853027,19.6200008392334,595
1,0,1,0,1,1,90,8.375,36.9000015258789,590
1,0,1,0,1,1,58.689998626709,7.125,13.8500003814697,565
1,0,1,0,1,1,65.870002746582,7,19.7609996795654,507
0,0,0,0,1,0,46.6699981689453,6.34999990463257,14,785
0,0,1,0,0,1,70,6.15000009536743,22.75,657
0,0,1,0,0,1,90,7.55000019073486,20.7000007629395,655
1,0,1,0,0,1,90,7.17500019073486,20.7000007629395,655
1,0,1,0,1,1,74.4499969482422,6.75,18.9099998474121,532
0,0,1,0,0,1,90,2,22.0499992370605,601
1,0,1,0,1,1,56.1300010681152,6.875,17.3999996185303,571
1,0,1,0,1,1,90,7.5,19.7999992370605,604
1,0,1,0,1,1,75.4100036621094,7.30000019073486,23,604
0,0,1,0,1,0,37.0200004577637,6.625,8.69999980926514,650
1,0,1,0,0,1,90,8.875,38.25,548
0,0,1,0,1,1,69.9599990844727,8.94999980926514,19.1000003814697,583
1,0,0,0,1,1,80,2,15.1999998092651,719
1,0,1,0,1,1,80,6.84999990463257,20.3999996185303,642
1,0,0,0,0,1,83.879997253418,8.25,19.125,622
1,0,0,0,1,1,78.3300018310547,8.14999961853027,18.7999992370605,673
1,0,0,0,0,1,77.4199981689453,11.0500001907349,24,517
0,0,1,0,1,1,85,2,20.8250007629395,675
1,0,0,0,1,1,80,9.25,27.6000003814697,623
0,0,1,0,1,1,69.120002746582,7.875,8.64000034332275,602
0,0,1,0,1,0,31.3299999237061,6.375,9.89999961853027,582
1,0,1,0,0,1,80,7,19.2800006866455,579
0,0,0,0,1,1,84.2900009155273,5.875,21.2415008544922,593
0,0,0,0,1,1,77.870002746582,8.5,23.4400005340576,626
1,0,1,0,0,1,80,7.125,21.1200008392334,593
1,0,1,0,0,1,80,6.89499998092651,25.6000003814697,623
0,0,1,0,1,1,80,6.625,20,671
1,0,0,0,1,1,77.8300018310547,8,18.6800003051758,633
1,0,1,0,0,1,80,8.75,24.3999996185303,586
1,0,1,0,0,1,80,8.10000038146973,17.2800006866455,658
0,0,1,0,1,1,80,6.59999990463257,22.7999992370605,677
0,0,1,0,1,1,90,2,22.6800003051758,568
1,0,1,0,0,1,85,7.05000019073486,26.3500003814697,669
1,0,1,0,1,1,75.2399978637695,7.80000019073486,15.8000001907349,606
1,0,1,0,0,1,51.7599983215332,6.34999990463257,13.1999998092651,678
1,0,1,0,1,1,63.75,6.625,17.8500003814697,615
1,0,1,0,0,1,80,4,22.3999996185303,648
1,0,1,0,1,1,85,7.19999980926514,15.8100004196167,591
1,0,1,0,1,1,80,7.80000019073486,26,628
0,0,1,0,0,1,90,1,29.4300003051758,616
0,0,1,0,1,1,85,7.375,45.814998626709,577
0,0,1,0,1,1,84.6399993896484,6.19999980926514,30.0475006103516,757
1,0,1,0,0,1,80,6.375,19.6800003051758,611
1,0,1,0,1,1,70,6.375,15.75,613
0,0,1,0,1,1,83.25,6.875,33.2999992370605,649
1,0,0,0,1,1,79.3899993896484,8.27499961853027,31.2000007629395,677
1,0,0,0,1,1,88.0299987792969,9.05000019073486,20.0699996948242,624
1,0,1,0,0,1,84.25,5.375,19.125,586
0,0,1,0,0,1,80,8.05000019073486,20,670
1,0,1,0,0,1,95,7.84999990463257,24.5100002288818,637
1,0,0,0,1,1,80,8.625,20.3999996185303,615
0,0,1,0,1,0,35.4599990844727,9,10.0001001358032,554
1,0,1,0,1,1,90,9.69999980926514,41.8499984741211,543
1,0,1,0,1,1,82.3399963378906,7.125,30.2999992370605,608
0,0,1,0,1,1,65,6.47499990463257,24.375,609
0,0,1,0,1,1,57.2400016784668,7.875,16.6000003814697,516
0,0,1,0,1,1,88.6500015258789,2,23.0499992370605,674
1,0,1,0,0,1,85,9.72500038146973,28.4750003814697,588
0,0,1,0,0,1,80,7,37.5999984741211,510
0,0,1,0,1,1,80,6.875,36.4000015258789,614
0,0,1,0,1,1,80,7.125,32,622
0,0,1,0,0,1,67.4499969482422,8.64999961853027,14.3999996185303,559
1,0,0,0,1,1,80,9.18000030517578,17.6000003814697,600
1,0,1,0,0,1,75,10.25,17.8500003814697,544
1,0,1,0,1,1,85,7.875,55.4199981689453,588
0,0,0,0,1,1,78.5199966430664,3.84999990463257,21.2000007629395,615
1,0,1,0,1,1,72.9400024414063,7.25,17.8700008392334,652
1,0,1,0,1,1,87.0400009155273,6.875,18.7999992370605,663
1,0,1,0,1,0,18.75,9.75,15,575
1,0,1,0,1,1,78.9499969482422,9.45499992370605,15,537
1,0,1,0,1,1,78.9000015258789,8.98999977111816,18.7000007629395,568
1,0,0,0,1,1,80,6.5,18,760
1,0,1,0,1,1,89.1100006103516,7.09999990463257,18,667
1,0,1,0,1,1,80,10.8999996185303,22.3999996185303,521
1,0,1,0,1,1,75,4,22.125,514
1,0,1,0,1,1,95,10,26.8850002288818,639
1,0,1,0,0,1,67.3899993896484,7.875,15.5,504
1,0,1,0,1,1,78.4300003051758,5.5,20,593
1,0,1,0,1,1,90,3.5,26.8199996948242,619
1,0,0,0,1,1,80,8.625,19.2000007629395,688
1,0,1,0,1,1,90,7.25,18.3600006103516,568
0,0,1,0,1,0,45.5400009155273,7,10.5200004577637,672
0,0,0,0,1,1,78.2600021362305,3.25,18,669
1,0,1,0,0,1,49.1800003051758,9.35000038146973,15,579
1,0,0,0,1,1,90,8.10000038146973,27.8999996185303,657
1,0,1,0,0,1,75,6.5,23.625,603
0,0,0,0,1,1,77.0400009155273,8.75,20.7999992370605,590
0,0,1,0,1,1,79.6999969482422,6.34999990463257,21.5200004577637,642
0,0,1,0,1,0,80,9.375,9.19999980926514,666
0,0,1,0,1,1,80,7.94999980926514,16.3999996185303,572
0,0,0,0,1,1,80,6.25,20.3999996185303,616
1,0,1,0,1,1,70,8.39999961853027,22.3999996185303,642
1,0,1,0,1,1,56.5999984741211,7.94999980926514,15,596
1,0,1,0,1,1,85,6.625,20.9950008392334,600
1,0,1,0,1,1,90,8.25,23.3999996185303,559
1,0,1,0,1,1,80.5899963378906,6.5,21.7600002288818,521
1,0,1,0,1,1,80,5.5,19.2000007629395,564
1,0,1,0,0,1,69.7200012207031,9.875,22.1000003814697,504
1,0,1,0,1,1,85,9.39999961853027,19.7199993133545,545
1,0,0,0,1,1,86.7300033569336,8.52499961853027,23.8500003814697,582
0,0,1,0,1,1,57,7,17.5,563
1,0,1,0,1,1,90,6.90000009536743,20.1599998474121,637
1,0,1,0,1,1,80,4.5,23.2000007629395,642
1,0,1,0,1,1,61.9799995422363,7.875,15,594
1,0,1,0,1,1,97.4000015258789,8.125,24.8379993438721,647
1,0,1,0,0,1,74.2099990844727,9.875,35.25,507
0,0,1,0,1,1,70,7.875,27.2299995422363,635
1,0,0,0,1,1,80,7.625,15.1991996765137,630
1,0,0,0,1,1,80,7,18.3999996185303,682
1,0,0,0,1,1,80,7.375,18.3999996185303,760
0,0,0,0,1,1,95,5.125,29.4500007629395,714
0,0,1,0,0,1,62.0699996948242,4.25,18,559
1,0,1,0,1,1,81.9599990844727,3.875,20.8999996185303,562
1,0,1,0,1,1,94.7799987792969,7.875,21.7999992370605,694
1,0,1,0,1,1,90,8.07499980926514,19.7999992370605,548
1,0,1,0,1,1,61.5800018310547,5.5,15.9499998092651,582
0,0,1,0,1,1,84.9700012207031,2,19.5,531
1,0,1,0,1,1,78.5999984741211,8.625,16.8999996185303,584
1,0,1,0,1,1,85,8.10000038146973,24.6499996185303,593
0,0,1,0,1,1,62.2599983215332,8,16.5,555
1,0,0,0,1,1,80,3.25,36.7999992370605,777
1,0,0,0,1,1,80,7.125,26.3999996185303,788
1,0,1,0,1,1,87.6699981689453,5.375,37.7000007629395,620
0,0,1,0,1,1,51.7400016784668,4.875,18.1100997924805,571
1,0,0,0,0,1,75,7.84999990463257,19.7250003814697,583
1,0,1,0,1,1,80,6.78999996185303,24.9599990844727,645
0,0,0,0,1,1,80,7.125,20,760
0,0,1,0,0,1,75,7,20.25,615
1,0,1,0,1,1,76.3199996948242,7.55000019073486,29,640
0,0,1,0,1,1,79.4400024414063,7.25,42.5,526
0,0,1,0,1,1,80,2,20,618
1,0,1,0,1,1,75,8.94999980926514,16.4249992370605,564
0,0,1,0,1,1,45.560001373291,10.125,11.8000001907349,518
0,0,1,0,0,1,69.4300003051758,6.125,13.3299999237061,641
1,0,1,0,0,1,59.1800003051758,5.125,14.5,519
1,0,1,0,0,1,78.0400009155273,7.875,19.8999996185303,693
1,0,0,0,1,1,76.9800033569336,8,20.3999996185303,653
0,0,0,0,1,1,78.6600036621094,8,23.992000579834,604
1,0,1,0,1,1,70,6.625,16.7299995422363,565
1,0,1,0,1,1,79.8499984741211,8.61299991607666,21.3999996185303,591
1,0,0,0,1,1,79.8199996948242,6.875,35.9199981689453,623
0,0,1,0,1,0,45.8800010681152,6.875,16.1499996185303,564
1,0,1,0,0,1,87.9199981689453,7,21.5400009155273,637
0,0,1,0,1,1,87.0100021362305,7.875,35.5,589
0,0,1,0,1,1,90,6.125,29.8799991607666,546
1,0,1,0,1,1,78.3600006103516,6.5,26.25,630
1,0,1,0,0,1,74.75,7.625,22.5,588
1,0,1,0,1,1,76.1900024414063,9.375,16,543
1,0,1,0,0,1,89.1600036621094,7.5,22.2000007629395,603
1,0,1,0,1,1,80,7.09999990463257,22.7999992370605,632
1,0,1,0,1,1,84.7200012207031,8.375,18.2999992370605,550
1,0,1,0,1,1,79.0100021362305,7.25,19.2000007629395,592
1,0,1,0,1,1,90,7.375,26.1000003814697,643
0,0,1,0,1,1,50,7.5,15,605
0,0,1,0,0,1,87.0899963378906,6.875,28,618
1,0,1,0,1,1,80,7.625,17.8400001525879,563
0,0,1,0,1,1,74.1500015258789,6.875,19.6499996185303,550
1,0,1,0,1,1,85,8.125,24.4799995422363,569
1,0,0,0,0,1,93.1699981689453,8.25,24.2250003814697,554
1,0,1,0,1,1,46.5200004577637,7.25,12.6999998092651,588
1,0,0,0,0,1,100,10.1999998092651,29.5,794
1,0,0,0,1,1,98.3600006103516,7.75,30,599
1,0,1,0,1,1,90,7.75,25.2000007629395,608
1,0,1,0,1,1,80,6.75,23.3600006103516,682
1,0,1,0,0,1,90,7.80000019073486,22.9500007629395,588
1,0,1,0,1,1,63.8300018310547,7.30000019073486,15,599
1,0,1,0,1,1,75,7.375,21,602
0,0,1,0,0,1,85,4.375,20.1450004577637,558
1,0,1,0,1,1,85,7.875,19.8050003051758,622
1,0,1,0,0,1,75,6,17.3999996185303,536
1,0,1,0,1,1,90,9.19999980926514,22.9500007629395,592
0,0,0,0,0,1,89.9700012207031,4.125,26.9909992218018,589
1,0,1,0,1,1,80,7.125,19.6800003051758,603
1,0,1,0,1,1,83,7.375,22.1609992980957,601
1,0,1,0,0,1,77.0999984741211,7,26.6000003814697,630
1,0,1,0,1,1,79.8300018310547,8.25,28.8999996185303,520
0,0,0,0,1,1,80,6.375,24.9200000762939,716
0,0,1,0,1,1,90,6.125,35.9099998474121,592
1,0,1,0,1,1,90,7.25,24.2999992370605,642
0,0,1,0,1,1,85,3.5,36.2949981689453,575
0,0,1,0,1,1,68,6.44999980926514,17,603
1,0,0,0,1,1,77.9599990844727,8.63000011444092,17.7759990692139,660
1,0,0,0,1,1,99.3899993896484,8.75,48.7000007629395,644
1,0,1,0,1,1,84.9599990844727,6.875,21.2399997711182,674
1,0,1,0,1,1,80,7.125,27.0400009155273,674
0,0,1,0,1,1,80,4.5,31.2000007629395,584
1,0,0,0,1,1,94.9000015258789,7.25,34.6749992370605,615
1,0,1,0,1,1,90,7,21.1499996185303,615
0,0,1,0,1,1,88.8399963378906,5.5,17.1900005340576,565
1,0,1,0,1,1,69.9400024414063,8.44999980926514,44.9000015258789,600
1,0,1,0,0,1,89.7099990844727,8.625,46.2000007629395,522
1,0,1,0,1,1,78.2200012207031,7.67500019073486,50.9233016967773,628
0,0,1,0,1,1,80,2,20.3999996185303,674
0,0,1,0,1,1,90,2,22.6800003051758,631
1,0,1,0,1,1,70,7.5,21.2299995422363,570
1,0,0,0,0,1,80,7.125,22.3999996185303,655
0,0,1,0,0,1,63.5900001525879,4.125,13.1000003814697,538
1,0,0,0,1,1,100,7.125,34.5,658
0,0,1,0,0,1,84.9700012207031,9.375,24.2999992370605,534
1,0,1,0,1,1,95,8.75,16.625,602
1,0,1,0,1,1,68.0299987792969,7,20,695
1,0,0,0,1,1,77.5500030517578,8.11999988555908,22.7999992370605,649
1,0,0,0,1,1,78.8399963378906,7.19999980926514,30.3540000915527,661
1,0,1,0,1,1,95,7.19000005722046,15.1999998092651,603
0,0,1,0,1,1,71.879997253418,7.44000005722046,34.5,598
1,0,0,0,1,1,80,7.23999977111816,18.7119998931885,654
0,0,1,0,1,1,75,5.75,45.5219993591309,550
0,0,1,0,1,1,80,6.98999977111816,22,588
1,0,0,0,1,1,80,4.06099987030029,16.7999992370605,656
0,0,0,0,1,1,74.8499984741211,3.5,37.2000007629395,644
1,0,1,0,1,1,90,6.8899998664856,23.8500003814697,677
1,0,0,0,0,1,79.2699966430664,6.48999977111816,29.1695995330811,580
0,0,0,0,1,1,78.5400009155273,6.625,30.0799999237061,739
1,0,0,0,1,1,80,5.25,21.4400005340576,625
1,0,1,0,1,1,75,6.61999988555908,12.75,651
1,0,1,0,1,1,90,8.875,21.1499996185303,656
0,0,0,0,1,1,80,6.125,16,584
0,0,1,0,1,1,80,9.5,18.2399997711182,609
1,0,1,0,1,1,85,9.10000038146973,20.7399997711182,586
1,0,1,0,1,1,90,9.94999980926514,23.8500003814697,513
1,0,1,0,1,1,100,8.69999980926514,34,604
1,0,1,0,1,1,85,8.35000038146973,23.7999992370605,580
1,0,1,0,1,1,80,7.98999977111816,15.1999998092651,669
