"sold","date_auctn","years_old","rhammer","inchsq","signed","creation","age","yob","drec"
0,1989,81,,817.8,1,1908,41,1867,0
1,1989,69,14.91301,280,1,1920,53,1867,0
0,2008.92004394531,83.9199981689453,,480,1,1925,54,1871,1
1,2008.75,82.75,1.49142,22.715,1,1926,55,1871,1
1,2008.5,62.5,0.95749,149.958,1,1946,75,1871,1
0,2008.07995605469,70.0800018310547,,66.5,1,1938,67,1871,1
1,2008,93,0.7235,96.015,1,1915,44,1871,1
1,2007.92004394531,91.9199981689453,52.57499,480,1,1916,45,1871,0
1,2007.92004394531,99.9199981689453,16.99793,105.3,1,1908,37,1871,0
1,2007.92004394531,90.9199981689453,114.24189,480,1,1917,46,1871,0
1,2007.75,77.75,0.57563,259.2,1,1930,59,1871,0
0,2007.67004394531,78.6699981689453,,219.938,1,1929,58,1871,0
1,2007.42004394531,79.4199981689453,4.83529,520,1,1928,57,1871,0
1,2006.92004394531,98.9199981689453,28.41154,93.09,1,1908,37,1871,0
1,2006.92004394531,60.9199981689453,18.08007,320,1,1946,75,1871,0
1,2006.5,93.5,1.98216,250.19,1,1913,42,1871,0
1,2006.42004394531,91.4199981689453,98.49025,480,1,1915,44,1871,0
1,2006.25,90.25,0.6347,29.4,0,1916,45,1871,0
1,2006.25,61.25,1.50225,216,1,1945,74,1871,0
0,2006,80,,529.24,1,1926,55,1871,0
0,2006,76,,648,1,1930,59,1871,0
0,2006,60,,459,1,1946,75,1871,0
1,2005.92004394531,80.9199981689453,14.48544,320,1,1925,54,1871,0
1,2005.75,97.75,13.07847,93.09,1,1908,37,1871,0
1,2005,94,161.12132,576.4,1,1911,40,1871,0
1,2005,93,3.65154,120.9,1,1912,41,1871,0
1,2005,86,422.76201,480,1,1919,48,1871,0
1,2005,57,23.13397,480,1,1948,77,1871,0
1,2005,86,38.10301,480,1,1919,48,1871,0
1,2004.92004394531,81.9199981689453,22.68037,396,1,1923,52,1871,0
0,2004.75,76.75,,594,1,1928,57,1871,0
1,2004.5,74.5,2.85866,259.2,1,1930,59,1871,0
1,2004.42004394531,90.4199981689453,33.26711,480,1,1914,43,1871,0
0,2004.25,76.25,,594,1,1928,57,1871,0
1,2004,88,0.59303,30.15,1,1916,45,1871,0
1,2004,83,1.29439,77,1,1921,50,1871,0
1,2004,69,12.32392,396,1,1935,64,1871,0
1,2004,90,125.80037,480,1,1914,43,1871,0
1,2004,86,14.0068,480,1,1918,47,1871,0
1,2003.82995605469,60.8300018310547,7.18367,320,1,1943,72,1871,0
1,2003.82995605469,80.8300018310547,25.29217,396,1,1923,52,1871,0
1,2003.42004394531,96.4199981689453,2948.54312,824.2,1,1907,36,1871,0
1,2003.25,73.25,11.41925,480,1,1930,59,1871,0
1,2003,95,40.01052,99,1,1908,37,1871,0
1,2003,71,14.86105,720,1,1932,61,1871,0
1,2003,96,2268.81384,569.75,1,1907,36,1871,0
0,2002.5,53.5,,254.25,1,1949,78,1871,0
0,2002.42004394531,100.419998168945,,774.4,1,1902,31,1871,0
1,2002,73,0.87545,93.09,1,1929,58,1871,0
1,2001.92004394531,85.9199981689453,22.91554,480,1,1916,45,1871,1
1,2001.82995605469,65.8300018310547,10.14452,528,1,1936,65,1871,1
1,2001.5,58.5,4.27881,153,1,1943,72,1871,1
1,2001.5,70.5,3.09627,126,1,1931,60,1871,1
1,2001.42004394531,95.4199981689453,5.76277,219.8,1,1906,35,1871,1
1,2000.92004394531,84.9199981689453,46.29861,320,1,1916,45,1871,0
1,2000.75,58.75,1.15005,171.25,1,1942,71,1871,0
0,2000.5,72.5,,112.24,1,1928,57,1871,0
1,1999.75,53.75,0.2332,104,0,1946,75,1871,0
1,1999,85,1.97715,320,1,1914,43,1871,0
1,1999,85,15.81509,480,1,1914,43,1871,0
0,1998.92004394531,63.9199981689453,,512.2,1,1935,64,1871,0
1,1998.42004394531,98.4199981689453,41.37314,660,1,1900,29,1871,0
1,1998.42004394531,81.4199981689453,19.45559,594,1,1917,46,1871,0
0,1998.42004394531,74.4199981689453,,889.2,1,1924,53,1871,0
1,1998,82,50.84841,480,1,1916,45,1871,0
1,1997.5,96.5,13.10861,621,1,1901,30,1871,0
1,1997,82,50.13999,480,1,1915,44,1871,0
0,1996.42004394531,64.4199981689453,,720,1,1932,61,1871,0
1,1996.42004394531,60.4199981689453,7.03325,528,1,1936,65,1871,0
1,1995.92004394531,83.9199981689453,229.19501,480,1,1912,41,1871,0
0,1995.92004394531,95.9199981689453,,660,1,1900,29,1871,0
1,1995.92004394531,83.9199981689453,0.97593,106.14,1,1912,41,1871,0
1,1995.25,76.25,10.58201,480,1,1919,48,1871,0
1,1994.25,88.25,1.69952,285,1,1906,35,1871,0
1,1993.42004394531,85.4199981689453,7.62829,92.88,1,1908,37,1871,0
1,1993.42004394531,78.4199981689453,11.78918,480,1,1915,44,1871,0
0,1993.42004394531,75.4199981689453,,822.4,1,1918,47,1871,0
1,1992.75,67.75,15.59178,320.74,1,1925,54,1871,0
1,1992.5,66.5,1.15274,126,1,1926,55,1871,0
0,1992.32995605469,67.3300018310547,,99,1,1925,54,1871,0
1,1992,66,39.7974,832,1,1926,55,1871,0
0,1992,77,,480,1,1915,44,1871,0
1,1989.92004394531,70.9199981689453,83.39952,480,1,1919,48,1871,0
1,1989.25,72.25,49.09984,480,1,1917,46,1871,0
1,1989,70,18.22701,485,1,1919,48,1871,0
1,1988.75,53.75,15.06276,396,1,1935,64,1871,0
1,1988.75,81.75,12.5523,101.01,1,1907,36,1871,0
1,1988,60,6.48789,520,1,1928,57,1871,0
1,1987.75,57.75,1.74368,99.9,1,1930,59,1871,0
0,2008.42004394531,92.4199981689453,,271.563,1,1916,58,1858,1
1,2008.42004394531,96.4199981689453,39.86611,271.563,1,1912,54,1858,1
1,2008.42004394531,101.419998168945,102.56815,176,1,1907,49,1858,1
0,2008.42004394531,101.419998168945,,531.563,1,1907,49,1858,1
1,2008.42004394531,107.419998168945,9.67624,79.2,1,1901,43,1858,1
1,2007.42004394531,113.419998168945,381.77736,117.75,1,1894,36,1858,0
1,2006.42004394531,117.419998168945,4.13479,122.563,1,1889,31,1858,0
1,2005.92004394531,104.919998168945,203.67403,275.8,1,1901,43,1858,0
1,2005.92004394531,101.919998168945,73.74405,216,1,1904,46,1858,0
0,2005.75,116.75,,122.563,1,1889,31,1858,0
0,2004.42004394531,110.419998168945,,117.75,1,1894,36,1858,0
1,2004.42004394531,110.419998168945,41.41293,110.5,1,1894,36,1858,0
0,2004,97,,52.7,1,1907,49,1858,0
1,2003.42004394531,96.4199981689453,388.98986,143.85,1,1907,49,1858,0
1,2003.42004394531,107.419998168945,960.80495,293.94,1,1896,38,1858,0
1,2003.42004394531,94.4199981689453,22.82074,341,1,1909,51,1858,0
1,2003,104,547.3917,298.2,1,1899,41,1858,0
0,2003,88,,595.7,0,1915,57,1858,0
0,2002,82,,90.4,0,1920,62,1858,0
1,2001.42004394531,107.419998168945,204.39999,134.64,1,1894,36,1858,1
0,2001.42004394531,102.419998168945,,165,1,1899,41,1858,1
1,2001.25,111.25,18.82823,85,1,1890,32,1858,1
1,2000.92004394531,93.9199981689453,29.07702,52.7,1,1907,49,1858,0
1,2000.92004394531,102.919998168945,1690.59121,320.85,1,1898,40,1858,0
1,2000,103,14.81043,78.75,1,1897,39,1858,0
1,2000,93,356.79664,378,1,1907,49,1858,0
1,1999.92004394531,105.919998168945,16.62708,109.8,1,1894,36,1858,0
1,1999.92004394531,107.919998168945,114.1762,110.7,1,1892,34,1858,0
0,1999.42004394531,86.4199981689453,,498.6,1,1913,55,1858,0
1,1999.42004394531,94.4199981689453,121.85104,170.5,1,1905,47,1858,0
1,1999,84,48.24707,253.75,1,1915,57,1858,0
1,1998.42004394531,85.4199981689453,41.37314,143.85,1,1913,55,1858,0
1,1998.42004394531,85.4199981689453,210.49983,396,1,1913,55,1858,0
0,1998.42004394531,101.419998168945,,78.75,1,1897,39,1858,0
1,1998.32995605469,85.3300018310547,12.94698,64.8,1,1913,55,1858,0
1,1997.5,82.5,45.11406,231.8,1,1915,57,1858,0
0,1997,82,,253.75,1,1915,57,1858,0
1,1997,81,48.56865,263.25,1,1916,58,1858,0
1,1997,82,61.13936,263.25,1,1915,57,1858,0
1,1996.75,105.75,31.49248,35,1,1891,33,1858,0
0,1995.42004394531,97.4199981689453,,132.89,1,1898,40,1858,0
1,1995,80,44.81861,170.24,1,1915,57,1858,0
0,1995,80,,231.8,1,1915,57,1858,0
1,1994,87,233.95265,531.563,1,1907,49,1858,0
1,1993.42004394531,100.419998168945,32.62514,90.2,1,1893,35,1858,0
0,1993.42004394531,80.4199981689453,,143.85,1,1913,55,1858,0
1,1993,96,172.17147,184,1,1897,39,1858,0
1,1992.42004394531,100.419998168945,25.05369,118.11,1,1892,34,1858,0
1,1989,97,41.42502,118.11,1,1892,34,1858,0
