"absent","aide","black","boy","freelunch","id","mathscore","readscore","regular","schid","schrural","schurban","small","tchexper","tchid","tchmasters","tchwhite","totalscore","white_asian"
16,1,0,0,0,13506,506,467,0,208501,1,0,0,12,20850102,1,1,973,1
22,0,0,1,0,13507,559,467,1,230612,1,0,0,6,23061203,1,1,1026,1
4,0,1,0,1,13509,520,434,0,244723,0,1,1,2,24472302,0,0,954,0
10,0,0,0,0,13510,384,407,1,208503,1,0,0,8,20850301,1,1,791,1
10,0,0,0,0,13511,500,451,1,221571,1,0,0,3,22157101,0,0,951,1
12,0,0,0,1,13512,602,431,0,221571,1,0,1,21,22157104,0,1,1033,1
9,1,1,1,1,13513,478,433,0,205492,0,0,0,0,20549201,0,1,911,0
10,0,0,1,0,13514,500,397,1,208503,1,0,0,8,20850301,1,1,897,1
3,1,0,0,0,13515,484,422,0,208503,1,0,0,3,20850303,1,1,906,1
10,0,0,0,0,13516,520,440,1,208501,1,0,0,13,20850101,0,1,960,1
13,0,0,0,0,13517,478,430,1,161183,1,0,0,12,16118301,1,1,908,1
14,1,0,0,0,13519,513,492,0,208503,1,0,0,3,20850303,1,1,1005,1
11,0,0,0,1,13522,459,410,0,209510,1,0,1,15,20951005,0,1,869,1
17,0,0,1,1,13523,478,425,1,244831,0,0,0,18,24483102,0,0,903,1
9,1,1,1,0,13524,454,413,0,244727,0,0,0,12,24472703,0,0,867,0
7,1,1,0,1,13525,444,424,0,244755,0,1,0,16,24475506,0,0,868,0
14,0,1,1,1,13527,444,448,0,212522,0,1,1,17,21252204,1,1,892,0
9,1,1,1,1,13528,434,405,0,244774,0,1,0,0,24477401,0,1,839,0
8,0,0,1,0,13529,506,514,1,205489,0,0,0,14,20548902,0,1,1020,1
10,0,1,0,0,13530,536,580,0,193423,1,0,1,12,19342302,0,1,1116,0
7,0,1,0,1,13532,434,422,1,215533,1,0,0,15,21553302,1,1,856,0
6,1,0,1,0,13533,459,427,0,193422,1,0,0,9,19342201,0,1,886,1
18,0,0,1,1,13534,489,447,0,216536,1,0,1,22,21653604,0,1,936,1
23,0,0,1,0,13535,489,425,0,205492,0,0,1,3,20549204,0,1,914,1
32,0,0,1,0,13537,528,580,1,170295,1,0,0,19,17029501,0,1,1108,1
7,0,0,0,1,13538,489,407,1,244745,0,0,0,1,24474503,0,0,896,1
9,0,0,0,0,13540,513,450,1,244745,0,0,0,1,24474503,0,0,963,1
8,1,1,0,1,13542,484,437,0,159171,1,0,0,10,15917101,0,1,921,0
10,1,0,1,1,13544,478,391,0,159171,1,0,0,10,15917101,0,1,869,1
15,1,0,1,1,13548,478,428,0,212522,0,1,0,13,21252202,0,1,906,1
24,0,1,0,1,13549,489,436,0,205490,0,1,1,3,20549001,0,1,925,0
2,0,0,0,1,13550,484,460,0,159171,1,0,1,8,15917102,1,1,944,1
6,1,1,0,1,13551,459,425,0,244697,0,1,0,5,24469703,1,1,884,0
4,0,1,1,1,13552,559,431,1,244780,0,1,0,10,24478002,0,0,990,0
4,0,1,1,1,13553,459,408,0,205490,0,1,1,3,20549001,0,1,867,0
0,1,1,0,0,13554,454,410,0,244728,0,1,0,6,24472802,0,0,864,0
0,0,1,0,1,13556,484,384,1,244780,0,1,0,10,24478002,0,0,868,0
0,0,1,1,1,13557,463,413,0,244764,0,1,1,13,24476402,1,0,876,0
17,0,0,0,0,13559,513,427,1,161176,1,0,0,6,16117603,0,1,940,1
12,0,0,1,0,13560,602,453,0,159171,1,0,1,6,15917104,0,1,1055,1
2,1,0,0,0,13561,484,495,0,180344,0,1,0,0,18034402,0,1,979,1
8,0,0,1,1,13562,547,478,1,159171,1,0,0,10,15917103,0,1,1025,1
7,0,1,0,1,13563,626,538,0,244755,0,1,1,3,24475507,0,0,1164,0
10,0,0,0,0,13564,602,472,0,180344,0,1,1,13,18034404,1,1,1074,1
0,0,0,1,1,13566,528,492,0,173312,1,0,1,11,17331201,0,1,1020,1
3,1,0,1,0,13567,506,428,0,170295,1,0,0,14,17029502,0,1,934,1
7,1,0,1,0,13569,463,434,0,180344,0,1,0,0,18034402,0,1,897,1
26,1,0,0,0,13570,463,474,0,159171,1,0,0,10,15917101,0,1,937,1
2,0,1,1,1,13571,478,424,1,244774,0,1,0,6,24477405,0,0,902,0
6,0,0,1,0,13572,500,427,1,215533,1,0,0,15,21553302,1,1,927,1
2,0,1,1,1,13573,506,480,0,244746,0,1,1,5,24474603,0,1,986,0
17,0,1,1,1,13574,484,414,1,215533,1,0,0,15,21553302,1,1,898,0
2,0,0,1,0,13575,513,448,1,230612,1,0,0,6,23061203,1,1,961,1
13,0,0,1,0,13577,559,448,0,159171,1,0,1,6,15917104,0,1,1007,1
4,0,0,1,0,13578,494,455,0,215533,1,0,1,6,21553303,1,1,949,1
23,1,0,1,0,13579,494,455,0,169280,0,0,0,7,16928003,0,1,949,1
8,0,0,0,0,13580,489,442,0,168214,1,0,1,6,16821401,0,1,931,1
20,0,1,1,0,13581,513,470,1,244806,0,1,0,0,24480603,0,0,983,0
2,0,0,1,0,13582,439,407,1,221571,1,0,0,3,22157101,0,0,846,1
5,0,0,1,0,13583,468,416,1,221574,1,0,0,2,22157404,0,1,884,1
1,1,0,0,0,13585,444,405,0,221571,1,0,0,7,22157105,0,1,849,1
8,0,1,1,1,13588,489,425,1,244839,0,0,0,1,24483901,0,1,914,0
10,1,0,1,0,13589,423,400,0,221571,1,0,0,7,22157105,0,1,823,1
2,0,1,1,1,13590,444,413,1,221571,1,0,0,3,22157101,0,0,857,0
0,1,1,1,0,13591,500,424,0,244727,0,0,0,1,24472704,0,0,924,0
32,1,0,0,1,13592,439,425,0,208503,1,0,0,3,20850303,1,1,864,1
12,1,0,1,0,13593,439,439,0,221571,1,0,0,7,22157105,0,1,878,1
14,0,1,1,1,13594,559,424,0,244755,0,1,1,9,24475503,0,0,983,0
10,0,0,0,1,13595,468,433,0,128076,0,0,1,0,12807601,0,1,901,1
13,1,0,0,0,13596,513,447,0,225585,1,0,0,13,22558504,1,1,960,1
8,1,1,0,1,13597,478,443,0,244727,0,0,0,1,24472704,0,0,921,0
8,0,0,1,0,13598,547,439,0,244831,0,0,1,12,24483101,0,0,986,1
2,1,1,0,1,13599,528,434,0,228606,1,0,0,8,22860601,1,1,962,0
8,1,1,1,1,13600,547,431,0,228606,1,0,0,8,22860601,1,1,978,0
24,0,1,0,1,13601,449,408,1,244818,0,1,0,9,24481804,0,0,857,0
16,0,0,0,1,13602,513,418,0,228606,1,0,1,12,22860603,0,1,931,1
5,0,1,0,0,13603,418,422,0,244799,0,0,1,5,24479903,0,0,840,0
5,1,1,1,0,13604,626,510,0,228606,1,0,0,8,22860601,1,1,1136,0
1,0,0,0,0,13607,536,450,0,228606,1,0,1,14,22860604,0,1,986,1
11,0,1,0,1,13608,473,436,0,205490,0,1,1,3,20549001,0,1,909,0
15,1,0,1,0,13609,520,458,0,231616,1,0,0,12,23161601,0,1,978,1
7,0,0,0,0,13611,547,458,1,231616,1,0,0,20,23161603,0,1,1005,1
1,0,0,1,0,13612,520,431,0,162184,1,0,1,6,16218403,1,1,951,1
0,1,0,0,1,13613,536,456,0,231616,1,0,0,12,23161601,0,1,992,1
21,1,1,0,1,13615,399,384,0,205490,0,1,0,11,20549002,0,1,783,0
12,1,0,1,0,13616,478,419,0,230612,1,0,0,6,23061201,0,1,897,1
2,0,1,0,1,13618,506,437,0,244723,0,1,1,1,24472303,0,0,943,0
0,0,0,1,0,13619,602,495,1,264945,0,0,0,3,26494503,0,1,1097,1
3,0,1,0,1,13620,489,433,0,244839,0,0,1,0,24483904,0,1,922,0
14,0,0,1,0,13621,423,400,0,261927,1,0,1,3,26192703,0,1,823,1
24,0,0,1,0,13622,576,627,0,261927,1,0,1,3,26192703,0,1,1203,1
9,1,0,1,0,13624,506,527,0,234628,1,0,0,20,23462802,1,1,1033,1
16,1,1,1,1,13625,449,421,0,244755,0,1,0,7,24475502,0,1,870,0
38,0,0,0,0,13626,536,440,1,164198,1,0,0,4,16419803,1,1,976,1
0,1,1,0,0,13627,500,440,0,244727,0,0,0,1,24472704,0,0,940,0
6,0,1,0,1,13628,468,419,1,244755,0,1,0,11,24475501,0,1,887,0
2,0,1,0,1,13629,423,403,1,244708,0,1,0,2,24470803,0,1,826,0
10,0,0,1,0,13631,559,468,1,205489,0,0,0,14,20548902,0,1,1027,1
0,0,0,1,0,13632,547,443,0,218562,0,1,1,14,21856201,1,1,990,1
,0,0,1,0,13633,484,443,0,218562,0,1,1,14,21856201,1,1,927,1
10,0,0,1,0,13634,454,431,1,257899,1,0,0,13,25789901,1,1,885,1
0,0,1,0,0,13635,536,500,0,244806,0,1,1,11,24480607,0,1,1036,0
4,0,1,0,0,13636,513,500,0,244727,0,0,1,21,24472701,0,1,1013,0
1,1,1,0,1,13637,459,421,0,244727,0,0,0,12,24472703,0,0,880,0
19,1,0,1,0,13638,473,463,0,203457,1,0,0,9,20345702,1,1,936,1
21,1,0,1,0,13639,434,422,0,161183,1,0,0,10,16118304,1,1,856,1
14,0,1,0,0,13640,536,411,0,244755,0,1,1,9,24475503,0,0,947,0
10,1,0,1,0,13641,559,424,0,244801,0,0,0,8,24480103,0,0,983,1
10,0,1,1,0,13642,459,397,1,244799,0,0,0,6,24479904,0,1,856,0
0,0,1,1,1,13643,454,492,1,244728,0,1,0,15,24472803,1,0,946,0
21,0,1,1,1,13645,429,407,1,244746,0,1,0,5,24474602,0,1,836,0
29,1,0,1,0,13646,513,425,0,244801,0,0,0,8,24480103,0,0,938,1
6,1,1,1,0,13647,484,434,0,244799,0,0,0,10,24479901,1,1,918,0
1,1,0,0,0,13648,520,476,0,216536,1,0,0,13,21653602,1,1,996,1
20,1,1,1,1,13649,454,414,0,244818,0,1,0,11,24481803,1,1,868,0
2,0,0,1,0,13650,478,450,0,244745,0,0,1,14,24474502,1,0,928,1
0,0,1,1,1,13651,468,443,0,244774,0,1,1,2,24477404,0,1,911,0
2,0,1,1,1,13652,418,390,1,244755,0,1,0,1,24475504,0,0,808,0
11,1,0,1,0,13653,626,538,0,244801,0,0,0,8,24480103,0,0,1164,1
11,0,0,0,1,13654,454,402,1,203452,1,0,0,11,20345202,0,1,856,1
33,1,1,1,1,13655,399,380,0,205490,0,1,0,11,20549002,0,1,779,0
10,1,1,0,1,13657,506,443,0,244727,0,0,0,12,24472703,0,0,949,0
1,0,1,1,1,13658,494,455,1,244806,0,1,0,0,24480603,0,0,949,0
14,0,1,1,1,13659,506,474,0,205492,0,0,1,3,20549202,0,1,980,0
0,0,1,1,1,13660,434,422,1,244708,0,1,0,2,24470803,0,1,856,0
4,0,1,1,1,13661,449,440,0,244776,0,1,1,3,24477608,0,0,889,0
6,1,1,1,1,13662,473,434,0,244746,0,1,0,17,24474601,1,1,907,0
12,1,1,0,1,13663,463,419,0,244697,0,1,0,5,24469703,1,1,882,0
2,0,0,1,0,13664,513,453,0,205491,0,0,1,0,20549101,0,1,966,1
8,0,0,0,0,13665,559,554,1,205489,0,0,0,14,20548902,0,1,1113,1
18,1,1,1,1,13666,520,456,0,244736,0,1,0,11,24473601,0,1,976,0
8,1,1,1,1,13667,528,467,0,244736,0,1,0,11,24473601,0,1,995,0
8,0,1,0,1,13668,506,451,0,244746,0,1,1,5,24474603,0,1,957,0
48,1,1,0,1,13670,429,413,0,244723,0,1,0,17,24472301,1,1,842,0
29,0,1,0,1,13671,478,430,1,205492,0,0,0,24,20549203,1,1,908,0
7,0,1,1,1,13672,399,403,1,205490,0,1,0,12,20549003,0,1,802,0
3,0,1,1,0,13674,576,439,0,244839,0,0,1,0,24483904,0,1,1015,0
6,0,0,0,0,13675,513,474,1,244801,0,0,0,0,24480101,0,1,987,1
25,0,1,0,1,13676,520,445,1,244780,0,1,0,10,24478002,0,0,965,0
4,0,1,1,1,13677,494,427,1,244839,0,0,0,1,24483901,0,1,921,0
2,0,1,1,1,13678,494,407,0,244755,0,1,1,9,24475503,0,0,901,0
4,0,0,1,0,13679,484,428,1,225585,1,0,0,13,22558503,0,0,912,1
15,0,1,1,0,13680,434,440,0,244697,0,1,1,14,24469705,0,0,874,0
22,0,1,1,1,13681,439,427,1,244774,0,1,0,6,24477405,0,0,866,0
37,0,1,0,1,13682,520,476,0,244806,0,1,1,11,24480607,0,1,996,0
16,0,1,1,1,13684,444,382,1,244774,0,1,0,6,24477405,0,0,826,0
6,0,1,0,1,13685,528,461,1,244708,0,1,0,2,24470803,0,1,989,0
12,0,1,0,1,13686,528,461,0,244708,0,1,1,14,24470801,0,1,989,0
15,0,1,1,1,13690,454,400,0,244774,0,1,1,6,24477402,0,0,854,0
18,0,1,0,1,13691,463,434,0,244776,0,1,1,2,24477605,0,1,897,0
7,1,1,0,1,13692,405,397,0,205490,0,1,0,11,20549002,0,1,802,0
5,1,1,1,1,13693,478,421,0,244818,0,1,0,11,24481803,1,1,899,0
2,1,1,0,1,13694,489,418,0,244801,0,0,0,8,24480103,0,0,907,0
4,0,0,0,0,13695,454,421,1,205491,0,0,0,3,20549103,0,1,875,1
2,1,1,0,1,13696,513,437,0,244697,0,1,0,5,24469703,1,1,950,0
3,0,1,0,1,13697,602,476,0,244776,0,1,1,3,24477608,0,0,1078,0
7,1,0,1,0,13700,444,395,0,130085,0,0,0,8,13008503,1,1,839,1
4,0,1,0,1,13702,405,395,1,205490,0,1,0,12,20549003,0,1,800,0
7,0,1,1,1,13703,489,434,0,244839,0,0,1,0,24483904,0,1,923,0
8,0,0,0,1,13705,454,416,0,128068,1,0,1,12,12806801,1,1,870,1
0,0,1,0,0,13706,468,434,1,244728,0,1,0,15,24472803,1,0,902,0
4,0,1,1,1,13707,399,393,0,244708,0,1,1,14,24470801,0,1,792,0
0,0,0,1,0,13708,454,437,0,128068,1,0,1,12,12806801,1,1,891,1
60,0,1,0,1,13709,439,408,1,244776,0,1,0,9,24477604,0,0,847,0
0,1,1,0,1,13711,429,410,0,244755,0,1,0,7,24475502,0,1,839,0
21,1,0,0,0,13712,528,461,0,209510,1,0,0,3,20951002,0,1,989,1
4,0,1,1,1,13713,494,442,0,244697,0,1,1,14,24469705,0,0,936,0
3,1,0,1,0,13714,478,402,0,128079,1,0,0,8,12807902,0,1,880,1
0,0,1,0,0,13715,506,456,1,244774,0,1,0,6,24477405,0,0,962,0
7,1,0,0,0,13716,484,447,0,169229,0,0,0,5,16922904,0,0,931,1
8,0,1,1,1,13717,399,416,0,244708,0,1,1,14,24470801,0,1,815,0
4,0,1,1,0,13718,520,478,0,244780,0,1,1,2,24478003,0,1,998,0
11,1,0,0,0,13719,489,428,0,128079,1,0,0,8,12807902,0,1,917,1
9,0,1,0,1,13720,473,430,1,244776,0,1,0,9,24477604,0,0,903,0
17,1,0,1,0,13721,454,455,0,257905,0,1,0,14,25790505,0,1,909,1
14,1,0,0,1,13723,473,430,0,244818,0,1,0,11,24481803,1,1,903,1
8,0,1,0,0,13724,520,468,1,244839,0,0,0,20,24483903,0,0,988,0
8,0,1,1,1,13725,528,440,1,244755,0,1,0,24,24475505,0,0,968,0
6,0,1,1,1,13726,513,439,1,244708,0,1,0,2,24470803,0,1,952,0
11,1,0,1,0,13727,513,434,0,159171,1,0,0,10,15917101,0,1,947,1
7,0,1,0,1,13728,528,451,1,244755,0,1,0,11,24475501,0,1,979,0
4,1,1,0,1,13729,602,500,0,244780,0,1,0,24,24478001,1,1,1102,0
5,0,1,0,1,13730,602,465,0,244764,0,1,1,13,24476402,1,0,1067,0
1,0,1,0,0,13731,602,474,1,244839,0,0,0,20,24483903,0,0,1076,0
35,1,1,1,1,13732,489,450,0,244764,0,1,0,1,24476401,0,0,939,0
16,0,1,1,1,13733,439,410,0,244764,0,1,1,13,24476402,1,0,849,0
4,0,1,1,0,13735,484,431,1,244755,0,1,0,11,24475501,0,1,915,0
33,1,1,1,1,13737,463,437,0,244736,0,1,0,11,24473601,0,1,900,0
3,1,1,1,1,13738,473,414,0,244796,0,1,0,3,24479604,0,0,887,0
16,0,1,1,1,13739,520,442,0,244806,0,1,1,11,24480607,0,1,962,0
6,1,0,0,0,13740,449,430,0,208503,1,0,0,3,20850303,1,1,879,1
15,0,1,0,1,13742,449,408,0,244774,0,1,1,6,24477402,0,0,857,0
2,1,1,1,1,13743,478,411,0,244697,0,1,0,5,24469703,1,1,889,0
4,0,0,1,0,13744,463,403,1,205491,0,0,0,3,20549103,0,1,866,1
4,0,1,1,0,13745,434,390,1,244697,0,1,0,6,24469701,1,1,824,0
26,1,0,0,0,13746,520,545,0,259915,1,0,0,15,25991502,0,1,1065,1
14,1,0,0,0,13747,439,403,0,259915,1,0,0,15,25991502,0,1,842,1
0,0,1,0,1,13748,520,448,1,244806,0,1,0,6,24480605,0,0,968,0
20,1,1,1,1,13750,473,418,0,244774,0,1,0,1,24477403,0,1,891,0
1,0,0,0,0,13751,520,458,0,193422,1,0,1,8,19342202,0,1,978,1
2,1,0,0,0,13752,626,605,0,244745,0,0,0,5,24474501,0,0,1231,1
0,0,1,0,0,13753,454,428,0,244839,0,0,1,0,24483904,0,1,882,0
4,0,1,1,0,13754,506,433,0,244764,0,1,1,13,24476402,1,0,939,0
4,0,1,1,0,13755,473,445,1,244818,0,1,0,9,24481804,0,0,918,0
42,0,0,1,1,13756,439,424,1,259915,1,0,0,5,25991503,1,1,863,1
8,0,0,1,1,13758,500,437,0,259915,1,0,1,11,25991501,1,1,937,1
17,0,0,1,1,13759,392,388,1,128079,1,0,0,8,12807901,0,1,780,1
4,0,1,1,1,13763,418,395,1,244818,0,1,0,9,24481804,0,0,813,0
2,1,1,1,1,13765,399,403,0,205490,0,1,0,11,20549002,0,1,802,0
13,1,0,1,1,13766,429,395,0,205488,0,0,0,0,20548801,0,1,824,1
28,1,0,1,1,13767,418,405,0,128068,1,0,0,11,12806803,0,1,823,1
21,0,1,1,1,13768,429,410,0,244697,0,1,1,1,24469702,0,1,839,0
5,1,1,1,0,13769,439,407,0,244727,0,0,0,1,24472704,0,0,846,0
16,1,0,0,0,13770,513,487,0,128079,1,0,0,8,12807902,0,1,1000,1
27,0,0,0,0,13771,489,455,1,257905,0,1,0,5,25790504,0,1,944,1
1,1,1,0,0,13772,429,428,0,244799,0,0,0,10,24479901,1,1,857,0
12,1,0,0,0,13773,478,440,0,193422,1,0,0,9,19342201,0,1,918,1
3,0,0,0,1,13774,559,455,1,205488,0,0,0,12,20548802,0,1,1014,1
8,1,0,1,0,13775,506,425,0,189378,1,0,0,5,18937803,1,1,931,1
3,0,0,1,0,13776,439,402,1,216536,1,0,0,1,21653605,0,1,841,1
5,1,1,1,1,13777,468,410,0,205492,0,0,0,0,20549201,0,1,878,0
7,0,0,0,0,13778,528,450,1,216536,1,0,0,1,21653605,0,1,978,1
15,0,1,1,1,13779,520,474,1,244806,0,1,0,12,24480604,0,0,994,0
29,1,0,0,0,13781,513,474,0,257905,0,1,0,14,25790505,0,1,987,1
19,0,0,0,0,13782,506,472,0,257905,0,1,1,13,25790503,0,1,978,1
7,1,1,0,1,13783,489,468,0,244796,0,1,0,3,24479604,0,0,957,0
9,0,0,0,0,13784,484,456,1,257899,1,0,0,13,25789901,1,1,940,1
8,0,1,0,0,13785,478,422,0,244801,0,0,1,20,24480104,1,1,900,0
10,0,0,1,1,13787,489,411,1,253888,1,0,0,0,25388802,0,1,900,1
13,1,0,1,0,13788,478,434,0,253888,1,0,0,13,25388801,0,1,912,1
2,1,0,1,0,13789,459,439,0,257905,0,1,0,11,25790507,0,1,898,1
1,0,1,1,1,13790,405,403,1,244708,0,1,0,3,24470804,0,0,808,0
15,1,0,0,1,13791,423,388,0,257899,1,0,0,12,25789905,1,1,811,1
19,1,0,1,0,13792,473,413,0,253888,1,0,0,13,25388801,0,1,886,1
7,0,1,1,1,13793,528,437,1,244831,0,0,0,18,24483102,0,0,965,0
9,0,0,1,1,13795,513,434,0,193423,1,0,1,12,19342302,0,1,947,1
11,0,0,0,0,13797,434,405,0,261927,1,0,1,3,26192703,0,1,839,1
9,0,0,0,0,13798,576,476,1,261927,1,0,0,11,26192704,1,1,1052,1
17,0,0,0,0,13799,559,460,1,261927,1,0,0,13,26192702,1,1,1019,1
1,0,1,0,1,13800,468,422,1,244746,0,1,0,5,24474602,0,1,890,0
1,0,1,0,0,13801,439,407,1,221571,1,0,0,13,22157103,1,1,846,0
6,0,0,0,0,13802,478,408,1,221574,1,0,0,2,22157404,0,1,886,1
3,0,1,0,1,13803,494,465,0,244708,0,1,1,14,24470801,0,1,959,0
9,0,1,0,1,13804,478,427,0,244839,0,0,1,11,24483905,0,0,905,0
38,0,1,1,1,13805,405,403,1,244755,0,1,0,1,24475504,0,0,808,0
0,1,0,1,0,13806,463,413,0,216536,1,0,0,13,21653602,1,1,876,1
4,1,1,0,1,13807,449,410,0,244723,0,1,0,6,24472304,0,1,859,0
10,1,1,1,1,13808,354,376,0,244697,0,1,0,5,24469703,1,1,730,0
6,1,1,1,1,13809,489,428,0,244831,0,0,0,2,24483103,0,1,917,0
6,1,1,0,1,13810,478,492,0,244755,0,1,0,16,24475506,0,0,970,0
17,0,0,1,0,13812,463,403,1,244831,0,0,0,18,24483102,0,0,866,1
15,1,0,1,0,13813,473,448,0,244801,0,0,0,8,24480103,0,0,921,1
8,0,0,0,0,13814,547,453,1,264945,0,0,0,3,26494503,0,1,1000,1
7,1,1,1,1,13815,449,413,0,244723,0,1,0,17,24472301,1,1,862,0
2,0,0,1,1,13816,468,410,1,112038,0,1,0,6,11203802,1,1,878,1
3,1,0,1,0,13818,473,425,0,130085,0,0,0,8,13008503,1,1,898,1
6,0,1,1,0,13820,439,411,0,244801,0,0,1,20,24480104,1,1,850,0
3,1,0,1,0,13821,528,451,0,130085,0,0,0,8,13008503,1,1,979,1
14,1,0,0,1,13823,459,403,0,128079,1,0,0,8,12807902,0,1,862,1
36,1,0,0,1,13824,434,411,0,128068,1,0,0,11,12806803,0,1,845,1
7,1,1,0,1,13826,576,495,0,244780,0,1,0,24,24478001,1,1,1071,0
1,0,0,0,1,13827,459,430,1,257899,1,0,0,13,25789901,1,1,889,1
3,0,1,1,1,13828,520,433,0,244755,0,1,1,9,24475503,0,0,953,0
2,1,1,1,1,13829,494,443,0,244723,0,1,0,6,24472304,0,1,937,0
12,0,0,0,1,13830,520,430,0,244831,0,0,1,12,24483101,0,0,950,1
4,1,1,0,1,13831,520,437,0,244745,0,0,0,15,24474504,1,0,957,0
23,0,0,0,0,13832,454,391,1,244818,0,1,0,9,24481804,0,0,845,1
19,1,0,0,0,13833,506,436,0,244801,0,0,0,8,24480103,0,0,942,1
7,1,1,0,0,13834,473,433,0,244818,0,1,0,11,24481803,1,1,906,0
9,0,0,1,1,13835,468,443,1,244831,0,0,0,18,24483102,0,0,911,1
18,0,0,1,0,13837,506,487,0,257905,0,1,1,14,25790502,0,1,993,1
1,0,1,0,1,13838,536,443,1,244780,0,1,0,10,24478002,0,0,979,0
2,0,0,1,0,13839,463,413,0,161176,1,0,1,6,16117604,0,1,876,1
3,1,0,1,1,13840,454,419,0,161183,1,0,0,10,16118304,1,1,873,1
3,0,0,1,1,13841,536,487,1,161183,1,0,0,12,16118301,1,1,1023,1
23,0,1,0,1,13842,484,437,0,161183,1,0,1,16,16118306,0,1,921,0
2,0,0,1,0,13843,602,487,0,162184,1,0,1,6,16218403,1,1,1089,1
43,0,1,0,1,13844,384,393,1,244723,0,1,0,8,24472305,1,1,777,0
3,0,0,0,0,13846,528,451,1,203457,1,0,0,12,20345701,1,1,979,1
8,1,1,0,0,13847,500,408,0,244839,0,0,0,21,24483902,0,0,908,0
7,1,1,0,1,13848,506,465,0,244806,0,1,0,10,24480606,0,0,971,0
15,1,0,1,1,13851,473,437,0,169229,0,0,0,12,16922907,1,1,910,1
13,0,0,1,1,13852,444,428,0,166203,0,1,1,11,16620301,0,1,872,1
1,0,1,0,1,13853,500,430,1,244723,0,1,0,8,24472305,1,1,930,0
25,0,1,0,1,13854,559,472,0,244746,0,1,1,5,24474603,0,1,1031,0
3,0,0,1,0,13855,500,447,0,164198,1,0,1,12,16419802,1,1,947,1
3,0,0,1,0,13857,454,418,1,164198,1,0,0,4,16419803,1,1,872,1
1,0,0,0,0,13858,602,500,1,164198,1,0,0,4,16419803,1,1,1102,1
4,0,1,1,0,13859,468,418,0,244831,0,0,1,12,24483101,0,0,886,0
7,0,0,0,0,13860,478,433,0,176329,1,0,1,4,17632903,0,1,911,1
12,1,0,0,0,13861,506,451,0,168214,1,0,0,6,16821402,1,1,957,1
2,0,0,1,0,13862,547,450,0,168214,1,0,1,6,16821401,0,1,997,1
0,1,0,0,1,13863,500,450,0,168211,1,0,0,14,16821105,0,1,950,1
17,1,0,1,1,13864,449,407,0,123056,1,0,0,4,12305601,0,1,856,1
17,0,0,1,0,13865,494,455,1,168214,1,0,0,16,16821403,0,1,949,1
5,1,0,0,0,13866,520,455,0,168214,1,0,0,6,16821402,1,1,975,1
9,0,0,0,1,13867,459,422,0,168211,1,0,1,15,16821103,1,1,881,1
12,1,0,0,1,13868,536,445,0,168211,1,0,0,14,16821105,0,1,981,1
4,1,0,1,1,13869,494,440,0,168211,1,0,0,14,16821105,0,1,934,1
25,0,0,1,1,13870,500,425,1,168211,1,0,0,10,16821101,0,1,925,1
4,0,0,1,0,13872,454,425,1,123056,1,0,0,16,12305603,0,1,879,1
9,0,0,0,1,13873,513,450,0,123056,1,0,1,6,12305602,1,1,963,1
1,0,0,0,1,13874,468,437,0,189378,1,0,1,2,18937802,0,1,905,1
17,1,0,1,1,13875,473,433,0,168211,1,0,0,14,16821105,0,1,906,1
0,0,0,0,0,13876,489,468,1,168214,1,0,0,16,16821403,0,1,957,1
33,0,0,1,1,13877,484,407,0,168211,1,0,1,15,16821103,1,1,891,1
8,0,0,1,1,13878,547,447,0,168211,1,0,1,8,16821104,0,1,994,1
4,0,0,1,0,13879,473,414,1,234628,1,0,0,8,23462805,0,1,887,1
0,1,0,1,1,13882,513,545,0,169229,0,0,0,12,16922907,1,1,1058,1
6,0,0,1,1,13883,418,413,1,169231,0,1,0,3,16923103,1,0,831,1
3,1,1,1,1,13884,528,460,0,244755,0,1,0,16,24475506,0,0,988,0
11,1,1,0,0,13885,484,408,0,244746,0,1,0,17,24474601,1,1,892,0
10,1,0,0,0,13887,513,461,0,264945,0,0,0,17,26494501,0,1,974,1
1,0,1,0,0,13888,439,388,1,244801,0,0,0,0,24480101,0,1,827,0
5,0,0,1,0,13889,513,414,0,264945,0,0,1,5,26494504,0,1,927,1
13,1,0,1,0,13890,489,443,0,264945,0,0,0,3,26494502,0,1,932,1
4,1,1,0,1,13891,473,413,0,244839,0,0,0,21,24483902,0,0,886,0
5,0,0,0,0,13893,478,447,0,264945,0,0,1,5,26494504,0,1,925,1
17,1,1,0,1,13895,626,461,0,244780,0,1,0,24,24478001,1,1,1087,0
6,0,1,1,1,13896,473,428,0,244728,0,1,1,1,24472801,0,1,901,0
14,0,0,0,0,13898,444,424,0,221574,1,0,1,1,22157401,0,1,868,1
28,0,1,0,1,13900,559,425,1,244780,0,1,0,10,24478002,0,0,984,0
3,0,1,0,1,13901,439,450,1,244806,0,1,0,0,24480603,0,0,889,0
4,0,0,1,1,13903,423,408,1,225585,1,0,0,13,22558501,1,1,831,1
1,0,0,0,0,13905,559,440,1,261927,1,0,0,13,26192702,1,1,999,1
17,1,0,0,0,13906,489,430,0,169219,0,0,0,18,16921903,0,1,919,1
1,0,0,0,0,13907,520,478,1,169280,0,0,0,13,16928002,1,1,998,1
12,0,0,0,0,13908,500,448,1,264945,0,0,0,3,26494503,0,1,948,1
2,1,0,0,1,13910,536,443,0,244745,0,0,0,5,24474501,0,0,979,1
17,0,0,0,0,13911,500,447,0,244745,0,0,1,14,24474502,1,0,947,1
